,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr
559,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
560,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
561,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,
562,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
563,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
564,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
565,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
566,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
567,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
568,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
569,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
570,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
571,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
572,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
573,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
574,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
575,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
576,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
577,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
578,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
579,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
580,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
581,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
582,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
583,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
584,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
585,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
586,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
587,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
588,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
589,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
590,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
591,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
592,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
593,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
594,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
595,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
596,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
597,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
598,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
599,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
600,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
601,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
602,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,
603,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
604,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
605,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
606,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
607,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
608,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
609,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
610,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
611,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
612,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
613,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
614,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
615,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
616,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
617,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
618,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
619,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
620,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
621,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
622,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
623,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
624,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
625,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
626,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
627,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
628,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
629,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
630,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
631,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
632,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
633,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
634,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
635,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
636,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
637,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
638,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
639,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
640,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
641,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
642,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
643,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
644,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
645,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
646,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
647,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
648,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
649,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
650,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
651,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
652,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
653,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
654,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
655,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
656,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
657,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
658,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
659,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
660,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
661,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
662,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
663,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
664,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
665,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
666,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
667,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
668,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
669,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
670,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
671,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
672,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
673,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
674,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
675,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
676,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
677,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
678,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
679,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
680,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
681,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
682,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
683,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
684,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
685,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
686,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
687,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
688,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
689,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
690,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
691,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
692,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
693,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
694,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
695,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
