,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr
696,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
697,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
698,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
699,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
700,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
701,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
702,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
703,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
704,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
705,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
706,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
707,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
708,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
709,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
710,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
711,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
712,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
713,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
714,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
715,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
716,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
717,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
718,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
719,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
720,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
721,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
722,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
723,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
724,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
725,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
726,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
727,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
728,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
729,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
730,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
731,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
732,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
733,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
734,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
735,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
736,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
737,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
738,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
739,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
740,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
741,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
742,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
743,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
744,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
745,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
746,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
747,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
748,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
749,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
750,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
751,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
752,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
753,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
754,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
755,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
756,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
757,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
758,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
759,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
760,0.001,0.001,0,0,#NUM!,,0.001,0,0,#NUM!,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,
761,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
762,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
763,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
764,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
765,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
766,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
767,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
768,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
769,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
770,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
771,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
772,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
773,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
774,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
775,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
776,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
777,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
778,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
779,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
780,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
781,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
782,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
783,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
784,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
785,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
786,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
787,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
788,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
789,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
790,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
791,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
792,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
793,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
794,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
795,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
796,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
797,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
798,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
799,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
800,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
801,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
802,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
803,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
804,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
805,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
806,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
807,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
808,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
809,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
810,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
811,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
812,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
813,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
814,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
815,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
816,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
817,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
818,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
819,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
820,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
821,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
822,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
823,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
824,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
825,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
826,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
827,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
828,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
829,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
830,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
831,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
832,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
833,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
834,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
835,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
836,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
837,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
838,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
839,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
840,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
841,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
842,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
843,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
844,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
845,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
846,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
847,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
848,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
849,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
850,0,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
